src_ip,dst_ip,src_port,Destination Port,protocol,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min
127.0.0.1,127.0.0.1,8000,53122,TCP,3.7911579608917236,0,6211,0.0,273296,0,0,0,0,56,44,44.001932056029624,0.1522528801533708,72087.73752484786,1638.2857332958772,0.0006104924252643677,0.004476000145766887,0.11713290214538574,1.9073486328125e-05,0,0.0,0.0,0,0,3.7911579608917236,0.0006104924252643677,0.004476000145766887,0.11713290214538574,1.9073486328125e-05,0,0,0,0,0.0,124232,0.0,1638.2857332958772,44,56,44.001932056029624,0.1522528801533708,0.023180939514996692,0,0,0,0,0,0,0,0,0,44.001932056029624,0,44.001932056029624,0,0,0,0,0,0,0,0.0,6211,273296,65535,0,0,4,0.0006104924252643677,0.004476000145766887,0.11713290214538574,1.9073486328125e-05,0.0,0.0,0.0,0.0
127.0.0.1,127.0.0.1,8000,53121,TCP,3.7905309200286865,0,6209,0.0,273208,0,0,0,0,56,44,44.00193267837011,0.1522773955503988,72076.44674691965,1638.0291128064484,0.0006105880992314251,0.004434708112145509,0.09887099266052246,1.4066696166992188e-05,0,0.0,0.0,0,0,3.7905309200286865,0.0006105880992314251,0.004434708112145509,0.09887099266052246,1.4066696166992188e-05,0,0,0,0,0.0,124192,0.0,1638.0291128064484,44,56,44.00193267837011,0.1522773955503988,0.02318840519561261,0,0,0,0,0,0,0,0,0,44.00193267837011,0,44.00193267837011,0,0,0,0,0,0,0,0.0,6209,273208,65535,0,0,4,0.0006105880992314251,0.004434708112145509,0.09887099266052246,1.4066696166992188e-05,0.0,0.0,0.0,0.0
127.0.0.1,127.0.0.1,8000,53114,TCP,3.7903380393981934,0,6040,0.0,265772,0,0,0,0,56,44,44.001986754966886,0.1543927213548312,70118.28423677948,1593.525415732839,0.0006276433249541635,0.004520101145948268,0.11556196212768555,1.5020370483398438e-05,0,0.0,0.0,0,0,3.7903380393981934,0.0006276433249541635,0.004520101145948268,0.11556196212768555,1.5020370483398438e-05,0,0,0,0,0.0,120812,0.0,1593.525415732839,44,56,44.001986754966886,0.1543927213548312,0.023837112407350553,0,0,0,0,0,0,0,0,0,44.001986754966886,0,44.001986754966886,0,0,0,0,0,0,0,0.0,6040,265772,65535,0,0,4,0.0006276433249541635,0.004520101145948268,0.11556196212768555,1.5020370483398438e-05,0.0,0.0,0.0,0.0
127.0.0.1,127.0.0.1,8000,53116,TCP,3.7901411056518555,0,6329,0.0,278488,0,0,0,0,56,44,44.00189603412861,0.1508271016692786,73476.94775392898,1669.8586737475816,0.0005989477094898634,0.004784301071831293,0.2047719955444336,1.1920928955078125e-05,0,0.0,0.0,0,0,3.7901411056518555,0.0005989477094898634,0.004784301071831293,0.2047719955444336,1.1920928955078125e-05,0,0,0,0,0.0,126592,0.0,1669.8586737475816,44,56,44.00189603412861,0.1508271016692786,0.0227488145979549,0,0,0,0,0,0,0,0,0,44.00189603412861,0,44.00189603412861,0,0,0,0,0,0,0,0.0,6329,278488,65535,0,0,4,0.0005989477094898634,0.004784301071831293,0.2047719955444336,1.1920928955078125e-05,0.0,0.0,0.0,0.0
127.0.0.1,127.0.0.1,8000,53123,TCP,3.789836883544922,0,5458,0.0,240164,0,0,0,0,56,44,44.00219860754855,0.16241445966255114,63370.53740828983,1440.1675237522936,0.0006944909077414187,0.004837430935783446,0.12489199638366699,1.4066696166992188e-05,0,0.0,0.0,0,0,3.789836883544922,0.0006944909077414187,0.004837430935783446,0.12489199638366699,1.4066696166992188e-05,0,0,0,0,0.0,109172,0.0,1440.1675237522936,44,56,44.00219860754855,0.16241445966255114,0.02637845670747845,0,0,0,0,0,0,0,0,0,44.00219860754855,0,44.00219860754855,0,0,0,0,0,0,0,0.0,5458,240164,65535,0,0,4,0.0006944909077414187,0.004837430935783446,0.12489199638366699,1.4066696166992188e-05,0.0,0.0,0.0,0.0
127.0.0.1,127.0.0.1,53127,8089,TCP,0.0037670135498046875,0,11,0.0,1233,0,0,0,0,438,44,112.0909090909091,123.34169430374715,327314.9893670886,2920.0850632911392,0.00037670135498046875,0.0003219089125000193,0.001032114028930664,3.1948089599609375e-05,0,0.0,0.0,0,0,0.0037670135498046875,0.00037670135498046875,0.0003219089125000193,0.001032114028930664,3.1948089599609375e-05,0,0,0,0,0.0,232,0.0,2920.0850632911392,44,438,112.0909090909091,123.34169430374715,15213.17355371901,0,0,0,0,0,0,0,0,0,112.0909090909091,0,112.0909090909091,0,0,0,0,0,0,0,0.0,11,1233,65535,0,0,4,0.00037670135498046875,0.0003219089125000193,0.001032114028930664,3.1948089599609375e-05,0.0,0.0,0.0,0.0
127.0.0.1,127.0.0.1,8089,53127,TCP,0.0034008026123046875,0,9,0.0,3254,0,0,0,0,2196,44,361.55555555555554,657.7929615364652,956832.9512058329,2646.4340998317443,0.00042510032653808594,0.00033714663281681536,0.0009601116180419922,4.100799560546875e-05,0,0.0,0.0,0,0,0.0034008026123046875,0.00042510032653808594,0.00033714663281681536,0.0009601116180419922,4.100799560546875e-05,0,0,0,0,0.0,192,0.0,2646.4340998317443,44,2196,361.55555555555554,657.7929615364652,432691.58024691354,0,0,0,0,0,0,0,0,0,361.55555555555554,0,361.55555555555554,0,0,0,0,0,0,0,0.0,9,3254,65535,0,0,4,0.00042510032653808594,0.00033714663281681536,0.0009601116180419922,4.100799560546875e-05,0.0,0.0,0.0,0.0
127.0.0.1,127.0.0.1,53128,8089,TCP,0.019320964813232422,0,11,0.0,1248,0,0,0,0,453,44,113.45454545454545,126.96697039091679,64593.047607295346,569.3297465386609,0.0019320964813232422,0.004706748172087487,0.016026020050048828,2.09808349609375e-05,0,0.0,0.0,0,0,0.019320964813232422,0.0019320964813232422,0.004706748172087487,0.016026020050048828,2.09808349609375e-05,0,0,0,0,0.0,232,0.0,569.3297465386609,44,453,113.45454545454545,126.96697039091679,16120.611570247938,0,0,0,0,0,0,0,0,0,113.45454545454545,0,113.45454545454545,0,0,0,0,0,0,0,0.0,11,1248,65535,0,0,4,0.0019320964813232422,0.004706748172087487,0.016026020050048828,2.09808349609375e-05,0.0,0.0,0.0,0.0
127.0.0.1,127.0.0.1,8089,53128,TCP,0.018943071365356445,0,9,0.0,3324,0,0,0,0,2196,44,369.3333333333333,655.432851039847,175473.12871760663,475.107749235397,0.0023678839206695557,0.005193526561520982,0.016086101531982422,3.0040740966796875e-05,0,0.0,0.0,0,0,0.018943071365356445,0.0023678839206695557,0.005193526561520982,0.016086101531982422,3.0040740966796875e-05,0,0,0,0,0.0,192,0.0,475.107749235397,44,2196,369.3333333333333,655.432851039847,429592.22222222225,0,0,0,0,0,0,0,0,0,369.3333333333333,0,369.3333333333333,0,0,0,0,0,0,0,0.0,9,3324,65535,0,0,4,0.0023678839206695557,0.005193526561520982,0.016086101531982422,3.0040740966796875e-05,0.0,0.0,0.0,0.0
127.0.0.1,127.0.0.1,53129,8089,TCP,0.017973899841308594,0,11,0.0,1248,0,0,0,0,453,44,113.45454545454545,126.96697039091679,69434.01326471056,611.9985143524168,0.0017973899841308594,0.004463294446397102,0.015162944793701172,2.193450927734375e-05,0,0.0,0.0,0,0,0.017973899841308594,0.0017973899841308594,0.004463294446397102,0.015162944793701172,2.193450927734375e-05,0,0,0,0,0.0,232,0.0,611.9985143524168,44,453,113.45454545454545,126.96697039091679,16120.611570247938,0,0,0,0,0,0,0,0,0,113.45454545454545,0,113.45454545454545,0,0,0,0,0,0,0,0.0,11,1248,65535,0,0,4,0.0017973899841308594,0.004463294446397102,0.015162944793701172,2.193450927734375e-05,0.0,0.0,0.0,0.0
127.0.0.1,127.0.0.1,8089,53129,TCP,0.017625093460083008,0,9,0.0,3324,0,0,0,0,2196,44,369.3333333333333,655.432851039847,188594.74461954684,510.63559012512684,0.002203136682510376,0.004926239455367632,0.01521611213684082,2.8848648071289062e-05,0,0.0,0.0,0,0,0.017625093460083008,0.002203136682510376,0.004926239455367632,0.01521611213684082,2.8848648071289062e-05,0,0,0,0,0.0,192,0.0,510.63559012512684,44,2196,369.3333333333333,655.432851039847,429592.22222222225,0,0,0,0,0,0,0,0,0,369.3333333333333,0,369.3333333333333,0,0,0,0,0,0,0,0.0,9,3324,65535,0,0,4,0.002203136682510376,0.004926239455367632,0.01521611213684082,2.8848648071289062e-05,0.0,0.0,0.0,0.0
